name,Gestellt am,Typ,Bearbeitungsfrist,Aktuelle Fristverlängerung,Art,Status,Gestellt von,Zuständiges Referat,Erledigt am,document_link,document_content
StR-Antrag 20-26 / A 04788 Luftreinhalteplanung,2024-04-24,Änderungsantrag,24.04.2024,,Öffentlicher Vorgang,Erledigt,Die Linke / Die PARTEI Stadtratsfraktion München,Referat für Klima- und Umweltschutz,24.04.2024,https://risi.muenchen.de/risi/./dokument/v/8401096,"An den Oberbürgermeister 
Herr Dieter Reiter  
80331 München 
 
Stadtratsfraktion  
Die Linke / Die PARTEI 
dielinke-diepartei@muenchen.de 
Telefon: 089/233-25 235 
Rathaus, 80331 München 
  
München, 24.04.2024 
Änderungsantrag zu TOP 4 Vollversammlung am 24.04.2024 
Sitzungsvorlage Nr. 20-26 / V 12966 – Luftreinhalteplanung 
  
Punkt 1-6:  Wie im Antrag der Referentin.  
Punkt 7 gestrichen:  Das Referat für Klima und Umweltschutzwird beauftragt, auf Ba-
sis der Immissionsprognose für die Szenariengruppe IV Diesel-
fahrverbot mit Ausnahme Tunnelkette Südwest im Sinne des 
2022 geschlossenen Vergleiches mit –VCD und DUH zu verhan-
deln, ob der Heckenstallertunnel und der Luise-Kieselbach-Tun-
nel nachträglich aus der bestehenden Umweltzone herausgelöst 
werden können. 
Punkt 8 neu Das Referat für Klima und Umweltschutz wird beauftragt, einen 
Maßnahmenplan zu erarbeiten, wie bereits vor 2030 der stren-
gere Jahresmittelwert von 20μg/m3 eingehalten werden kann. 
Punkt 8-11 Werden zu Punkt 9-12 
Begründung: 
„Für Stickstoffdioxid gilt nach dem Richtlinienvorschlag ab dem Jahr 2030 ein strengerer 
Jahresmittelgrenzwert von 20μg/m3. (…) Die Auswertung der Weltgesundheitsorganisation zu den 
gesundheitlichen Auswirkungen von Luftschadstoffen in der Außenluft sind eindeutig und belegen, 
dass erhöhte Konzentrationen von Luftschadstoffen eine Vielzahl von Krankheitsbildern wie zum 
Beispiel Asthma, Herz-Kreislauf-Erkrankungen etc. insbesondere bei vulnerablen Gruppen (Kinder, 
Vorerkrankte, Schwangere, Ältere Menschen) vermehrt verursachen und damit auch die Gesundheits-
kosten erhöhen. Die Weltgesundheitsorganisation empfiehlt in ihren Leitlinien einen bei 10 μg/m³ 
liegenden Richtwert für den Jahresmittelwert.” 
 
Initiative:  
Stadträtin Marie Burneleit 
Gezeichnet:  
Stadtrat Stefan Jagel 
Stadträtin Brigitte Wolf 
Stadtrat Thomas Lechner 
 "
StR-Antrag 20-26 / A 04791 Luftreinhalteplanung,2024-04-24,Änderungsantrag,24.04.2024,,Öffentlicher Vorgang,Erledigt,CSU mit FREIE WÄHLER,Referat für Klima- und Umweltschutz,24.04.2024,https://risi.muenchen.de/risi/./dokument/v/8401542,"CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de
Änderungsantrag
Herrn Oberbürgermeister 
Dieter Reiter 
Marienplatz 8
80331 München
24. April 2024
Änderungsantrag
für die Vollversammlung
am 24.04.2024
TOP ö A4
Luftreinhalteplanung
Umsetzung  der  Anpassung  der  8.  Fortschreibung  des  
Luftreinhalteplans
Sitzungsvorlage Nr. 20-26 / V 12966
Der Antrag der Referentin wird wie folgt geändert:
Ziffern 1 und 2 unverändert
Ziffer 3
geändert
Der Stadtrat stimmt der unverzüglichen Umsetzung von Stufe 2 gemäß der 8. 
Fortschreibung des Luftreinhalteplans zu und beauftragt das Referat für Klima- und 
Umweltschutz, den Luftreinhalteplan entsprechend fortzuschreiben und in Kraft zu setzen. 
Das Referat für Klima- und Umweltschutz wird beauftragt, die Nichtzulassung der Revision 
gegen das Urteil des Bayerischen Verwaltungsgerichtshofs (Entscheidung 22 A 23.40047) 
durch Beschwerde zum Bundesverwaltungsgericht in Leipzig nach § 133 VwGO 
anzufechten.
Ziffern 4 - 7 entfallen
Ziffern 8 - 11 unverändert
Manuel Pretzl Sebastian Schall Winfried Kaum  
Fraktionsvorsitzender Stadtrat Stadtrat
Fabian Ewald Jens Luther Matthias Stadler
Stadtrat Stadtrat Stadtrat
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München 
"
"StR-Antrag 20-26 / A 04786 Luftreinhalteplanung – Umsetzung der Anpassung der 8. Fortschreibung des
 Luftreinhalteplans",2024-04-24,Änderungsantrag,24.04.2024,,Öffentlicher Vorgang,Erledigt,SPD / Volt - Fraktion,Referat für Klima- und Umweltschutz,24.04.2024,https://risi.muenchen.de/risi/./dokument/v/8400873," 
 
Ziff. 5 (neu) Das Referat für Klima- und Umweltschutz wird beauftragt, eine Verbesserung 
des Verkehrsflusses auf der Landshuter Alle zu überprüfen. Diese Prüfung soll 
folgende Punkte umfassen:  
 
• Wirksamkeit und Notwendigkeit der Busspur zwischen Nymphenburger 
Straße und Arnulfstraße, 
• Verbesserung des Ein- und Ausfahrtsmanagements auf dem Mittleren 
Ring, 
• Verhinderung von Schleichverkehr durch die Parallelstraßen. 
 
Eine erste Evaluation der Ergebnisse dieser Prüfung ist dem Stadtrat in sechs 
Monaten vorzulegen. 
Ziff. 6-12 
(ehem. 5-11) 
Wie im Antrag der Referentin. 
 
 
SPD/Volt -Fraktion      
 
Anne Hübner 
Dr. Julia Schmitt-Thiel  
Roland Hefter 
Marian Offman 
Andreas Schuster 
Lars Mentrup 
 
Mitglieder des Stadtrates "
"StR-Antrag 20-26 / A 04789 Vereinbarungen zur Vorhaltemaßnahme (VHM) für die U9-Entlastungsspange 
Auszahlungsvereinbarung ...",2024-04-24,Änderungsantrag,24.04.2024,,Öffentlicher Vorgang,Erledigt,Die Linke / Die PARTEI Stadtratsfraktion München,Baureferat,24.04.2024,https://risi.muenchen.de/risi/No pdf found,
StR-Antrag 20-26 / A 04790 Bahnhofsplatz Pasing Nord für Umweltverbund priorisieren,2024-04-24,Änderungsantrag,24.04.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Mobilitätsreferat,24.04.2024,https://risi.muenchen.de/risi/./dokument/v/8401508,"An den Oberbürgermeister
der Landeshauptstadt München
Herrn Dieter Reiter
Rathaus, Marienplatz 8
80331 München
München, 24.04.2024
Änderungsantrag
Für die Vollversammlung vom 24.04.2024 – TOP B 27
Ergebnisse der Machbarkeitsstudien Pasing Nord  
Sitzungsvorlage 20-26 / V 10029
Bahnhofsplatz Pasing Nord für Umweltverbund priorisieren
Ziffer II. der Vorlage, Antrag des Referenten, wird wie folgt geändert:
Ziffer 1 unverändert
Ziffer 2, 
geändert
Das Mobilitätsreferat wird beauftragt, in Abstimmung mit dem Baureferat die 
beschriebenen Vorzugsvarianten eine Variante mit der Priorisierung von 
ÖPNV sowie Fuß- und Radverkehr als „weiche Separation“ im Bereich 
von der Kreuzung August-Exter-Straße / Wensauerplatz bis zur Kreuzung 
Gottfried-Keller-Straße / Carossastraße mit gleichem Belag wie auf der 
Südseite des Bahnhofs in der anstehenden Planung weiter vertieft zu 
untersuchen und dann im Rahmen der vom Mobilitätsreferat zu erstellenden 
Bedarfs- und Konzeptgenehmigung als Grundlage für die weitere Planung des 
Baureferats zu bearbeiten.
An der Kreuzung August-Exter-Straße / Wensauerplatz wird eine 
Wendeschleife für den KfZ-Verkehr gebaut.
Behindertenparkplätze, Taxiaufstellflächen und Kiss- und Ride-
Parkmöglichkeiten werden nördlich dieser Kreuzung situiert.
Die Finanzierung der Planungskosten des Baureferats erfolgt aus den 
Pauschalen des Baureferats. 
Ziffer 3 neu Entlang des Helihofwegs wird der Bau einer Radunterführung geprüft, 
der eine direkte Einfahrt zu den künftigen Radabstellanlagen ermöglicht 
und ebenso eine Durchfahrt Richtung Süden zum Wolkentunnel und 
nach Osten zum Rad- und Fußweg zwischen Bahnlinie und Weyl-Gelände 
- analog zur Fahrradgarage und ihrer Durchwegung an der westlichen 
Seite des Bahnhofs in Utrecht.
Ziffern 3-29 werden Ziffern 4 -30
Begründung: Die Begründung erfolgt mündlich.
Sonja Haider, mobilitätspolitische Sprecherin, stellv. Fraktionsvorsitzende, Stadträtin
Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates
der Landeshauptstadt München (Fraktion ÖDP/München-Liste)
Rathaus, Marienplatz 8 ● Zimmer 116 -118 ● 80331 München
● E-Mail: oedp-ml-fraktion@muechen.de ● Telefon: 089 / 233 - 26922 
"
StR-Antrag 20-26 / A 04792 2. Sachstandsbericht April 2024,2024-04-24,Änderungsantrag,24.04.2024,,Öffentlicher Vorgang,Erledigt,CSU mit FREIE WÄHLER,Referat für Arbeit und Wirtschaft,24.04.2024,https://risi.muenchen.de/risi/./dokument/v/8401569,"CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de
Änderungsantrag
Herrn Oberbürgermeister 
Dieter Reiter 
Marienplatz 8
80331 München
24. April 2024
Änderungsantrag
für die Vollversammlung 
am 24.04.2024
A-Teil TOP 5ö
In die Zukunft wirtschaften II – Stadtverwaltung 
mittelstandsfreundlich ausrichten
Antrag Nr. 20-26 / A 01747 von den Fraktionen Die Grünen – 
Rosa-Liste, SPD/ Volt vom 23.07.2021
2. Sachstandsbericht April 2024
Sitzungsvorlage Nr. 20-26 / V 12405
Der Antrag der Referentin und des Referenten wird wie folgt geändert:
Ziffer 1 unverändert
Ziffer 2 Die Einrichtung eines Lenkungskreises „Mittelstandsfreundlichen Verwaltung“ bestehend 
aus Direktorium, Personal- und Organisationsreferat und IT-Referat unter der 
Federführung des Referats für Arbeit und Wirtschaft wird begrüßt. Entsprechend den 
Angeboten von IHK und HWK wird in den Lenkungskreis je ein/e Vertreter/in von beiden 
Kammern berufen.
Ziffern 3 - 7 unverändert
Manuel Pretzl Thomas Schmid Alexander Reissl  
Fraktionsvorsitzender Stadtrat Stadtrat
Ulrike Grimm Sebastian Schall 
Stadträtin Stadtrat
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München 
"
"StR-Antrag 20-26 / F 00921 Wann geht’s weiter, in der Karlingerstraße. Eine Nachfrage",2024-04-25,Anfrage,06.06.2024,,Öffentlicher Vorgang,Erledigt,Herr StR Alexander Reissl,Referat für Stadtplanung und Bauordnung,23.07.2024,https://risi.muenchen.de/risi/./dokument/v/8403508," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
 
ANFRAGE 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
 
       
       
                       25.04.2024  
 
Wann geht’s weiter, in der Karlingerstraße. Eine Nachfrage 
 
Dankenswerterweise hat Frau Stadtbaurätin Prof. Dr. (Univ. Florenz) Elisabeth Merk mit 
Datum vom 04.04.2024 meine Anfrage vom 17.01.2024 beantwortet.  
Allerdings meine ich, dass meine erste Frage nicht wirklich beantwortet wurde, „Ist es üblich, 
für den Abbruch von drei Wohnblöcken (drei Vollgeschoße, ca. 15 Hauseingänge) 22 Monate 
zu brauchen?“ 
 
Die Abbrucharbeiten für einen erkennbaren ersten Bauabschnitt (Bauteile 1 und 2) in der 
Karlingerstraße begannen Anfang März 2022. Der Aushub für Bauteil 1 begann nach Ende der 
Abbrucharbeiten Anfang Februar 2024, also nach 22 Monaten. 
 
Laut Antwort wurde am 30.11.2019 die letzte Wohnung des ersten Bauabschnitts 
leergezogen, also zwei Jahre und vier Monate vor dem Beginn des Abbruchs. Die 
Gewerbeeinheit wurde zum 4. Quartal 2020 frei, also immer noch weit ein Jahr vor dem 
Beginn des Abbruchs. Die lange Dauer der Abbrucharbeiten hat also in diesem Fall nichts mit 
dem Auszug von Wohnungs- und Gewerbemietern zu tun. 
 
Die Verhandlungen zum Grundstückkaufvertrag hatten den Beginn des Abbruchs schon von 
Anfang Oktober 2021 auf Anfang März 2022 verzögert, der Kaufvertrag war zu Beginn der 
Abbrucharbeiten schon geschlossen (das war ja auch die förderrechtliche Voraussetzung). 
 
Ich bitte deswegen um erneute Beantwortung meiner ersten Frage aus der Anfrage vom 
17.1.2024: 
 
Ist es üblich, für den Abbruch von drei Wohnblöcken (drei Vollgeschoße, ca. 15 Hauseingänge) 
22 Monate zu brauchen? 
 
 
Alexander Reissl 
Stadtrat 
"
StR-Antrag 20-26 / A 04795 Boden III: Förderung Privatinitiativen,2024-04-25,Antrag,25.10.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Referat für Klima- und Umweltschutz,25.11.2024,https://risi.muenchen.de/risi/./dokument/v/8403474,"Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116 -118 ● 80331 München 
● E-Mail: oedp-ml-fraktion@muechen.de  
● Telefon: 089 / 233 - 26922  
 
 
 
 
 
 
 
An den Oberbürgermeister 
der Landeshauptstadt München 
Herrn Dieter Reiter 
Rathaus, Marienplatz 8 
80331 München 
 
 München, 25.04.2024 
 
Antrag: 
Boden III: Förderung Privatinitiativen 
 
Für die Bodenqualität auf privaten Grundstücken wird ein Programm zur Unterstützung 
von nachhaltigen Bodenbewirtschaftungs -Praktiken in privaten Gemüse - und 
Obstgärten lanciert. Ebenso werden den Bürgern kostenfreie Informationsmaterialien 
und Schulungen  in nachhaltiger Bodenbewirtschaftung zur Verfügung gestellt. 
Partizipative wissenschaftliche Studien zur Erhebung der Bodenqualität begleiten die 
Entwicklung der Privatinitiativen , wenn dies vom Eigentümer und der LH München 
gewünscht ist.  
 
Im Nachgang kom muniziert die LH  München die bewährten Verfahren der 
nachhaltigen Bodenbewirtschaftung im Rahmen einer öffentlichen 
Kommunikationskampagne. 
 
Begründung: 
 
Nachhaltige Bodenbewirtschaftung ist kein Thema, das allein auf städtischen Flächen 
umgesetzt werden sollte. Ein großer Prozentsatz der Bodenfläche der LH München 
liegt im Privateigentum. Dazu gehören neben landwirtschaftlichen Flächen und Gärten 
auch Grünflächen in Gewerbegebieten oder versiegelte Parkplatzflächen. Wenn man 
eine Verbesserung der Bodenqualität bewirken möchte, muss sich das Konzept in den 
privaten Raum erstrecken.  
 
Andere europäische Großstädte , wie z.B. Brüssel,  haben bereits Boden -Strategien 
verabschiedet, die nachhaltige Bodenbewirtschaftungspraktiken auf 
Privatgrundstücken fördern. 
 
Initiative: 
Nicola Holtmann, umweltpolitische Sprecherin 
Tobias Ruff, Fraktionsvorsitzender 
Sonja Haider, stellv. Fraktionsvorsitzende 
Dirk Höpner, Stadtrat 
   
"
StR-Antrag 20-26 / A 04797 Bus 168 wieder im 10-Minutentakt,2024-04-25,Antrag,25.10.2024,,Öffentlicher Vorgang,Erledigt,"Frau StRin Alexandra Gaßmann, Herr StR Matthias Stadler",Mobilitätsreferat,29.10.2024,https://risi.muenchen.de/risi/./dokument/v/8403451," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
 
ANTRAG 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
 
         
                25.04.2024  
 
Bus 168 wieder im 10-Minutentakt  
 
Der Oberbürgermeister wird beauftragt, die MVG anzuweisen, den Bus 168, trotz 
Fahrermangel, wieder im 10-Minutentakt fahren zu lassen. 
 
Begründung 
 
Der Bus 168 schafft eine wichtige Verbindung von einem sonst nicht optimal durch den ÖPNV 
erschlossenen Gebiet an U- und S-Bahn. Der derzeitige 20-Minuten-Takt ist unzureichend, um 
einen Anreiz zum Umstieg in den ÖPNV zu bieten. In Folge nutzen die Anwohnerinnen und 
Anwohner weiterhin häufig das eigene Auto. 
 
 
 
Alexandra Gaßmann (Initiative)    Matthias Stadler 
Stadträtin        Stadtrat 
"
StR-Antrag 20-26 / A 04796 Boden IV: BAs in Flächensuche für Entsiegelung einbeziehen,2024-04-25,Antrag,25.10.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Baureferat,19.08.2024,https://risi.muenchen.de/risi/./dokument/v/8403491,"Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116 -118 ● 80331 München 
● E-Mail: oedp-ml-fraktion@muechen.de  
● Telefon: 089 / 233 - 26922  
 
 
 
 
 
 
 
An den Oberbürgermeister 
der Landeshauptstadt München 
Herrn Dieter Reiter 
Rathaus, Marienplatz 8 
80331 München 
 
 München, 25.04.2024 
 
Antrag: 
Boden IV: BAs in Flächensuche für Entsiegelung einbeziehen 
 
Das Baureferat wird aufgefordert, die Bezirksausschüsse bei der Suche nach 
potenziellen Entsiegelungs-Flächen einzubinden.  
 
Begründung: 
 
Grünflächen werten Städte auf – nicht nur optisch. Sie helfen, das Klima zu 
verbessern, regulieren den Wasserhaushalt und erhöhen die Luftqualität. In Zeiten 
des Klimawandels sorgen Grün- und Freiflächen dafür, dass unsere Städte 
lebenswert bleiben. Stadtgrün ist Voraussetzung für nachhaltige, resiliente und 
zukunftsfähige Städte und schafft Lebensräume – für Menschen und Tiere. 
 
Grünflächen und Bauflächen befinden sich in einer Stadt wie München in ständiger 
Konkurrenz. Um so wichtiger ist es, dort, wo eine Versiegelung unnötig ist, wieder 
Platz für Boden und Grün zu schaffen.  
 
Wegen ihrer speziellen Ortskenntnisse und Erfahrungen konnten die 
Bezirksausschüsse bereits bei der Nennung von Baumstandorten vom Baureferat 
erfolgreich eingebunden werden. Im Oktober 2021 wurden alle 25 
Bezirksausschüsse gebeten, Standortvorschläge für neue Baumstandorte im 
öffentlichen Raum zu machen. Innerhalb eines halben Jahres wurden rund 1.300 
Standortvorschläge für Baumneupflanzungen eingereicht. Bei der Abfrage von 
potenziellen Entsiegelungs-Flächen ist davon auszugehen, dass die Resonanz 
ähnlich positiv verläuft. Im Anschluss prüft das Baureferat die Flächen und steuert 
die Umsetzungsmaßnahmen.  
 
Initiative: 
Nicola Holtmann, umweltpolitische Sprecherin 
Tobias Ruff, Fraktionsvorsitzender 
Sonja Haider, stellv. Fraktionsvorsitzende 
Dirk Höpner, Stadtrat 
  
"
StR-Antrag 20-26 / A 04794 Boden II: Innovatives Bodenanalyse-Pilotprojekt,2024-04-25,Antrag,25.10.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Referat für Klima- und Umweltschutz,25.11.2024,https://risi.muenchen.de/risi/./dokument/v/8403461,"Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116 -118 ● 80331 München 
● E-Mail: oedp-ml-fraktion@muechen.de  
● Telefon: 089 / 233 - 26922  
 
 
 
 
 
 
 
An den Oberbürgermeister 
der Landeshauptstadt München 
Herrn Dieter Reiter 
Rathaus, Marienplatz 8 
80331 München 
 
 München, 25.04.2024 
 
Antrag: 
Boden II: Innovatives Bodenanalyse-Pilotprojekt 
 
Wir beantragen das Aufsetzen eines innovativen Bodenanalyse-Pilotprojektes. Bodenproben 
werden stadtweit an unterschiedlichen Standorten entnommen, wie z.B. am 
Straßenbegleitgrün, in Parkanlagen, auf landwirtschaftlichen Flächen der städtischen Güter 
oder auf Flächen von Beteiligungsgesellschaften. Auch privat geführten bäuerlichen 
Betrieben oder Schrebergärten wird eine Teilnahme ermöglicht. Für die jeweilige Stichprobe 
wird die jeweils geeignete Analyse-Methode eingesetzt, z.B. Metabarcoding der genetischen 
Vielfalt1, die Wasserspeicherkapazität, die Ermittlung von Populationsgrößen invasiver Arten 
oder die Konzentration von Mikro- und Nanoplastik sowie ggf. Schadstoffen im Boden.  
 
Begründung: 
 
Diese Maßnahmen gehen Hand in Hand mit der Biodiversitätsstrategie und den Klimazielen 
der LH München. Nur durch eine nachhaltige Bodenbewirtschaftung wird die LH München 
die Ziele CO2-Neutralität, die Erhöhung der Biodiversität sowie die Steigerung der lokalen 
Bio-Lebensmittel-Produktion erreichen können.  
 
Die neue EU-Bodenrichtlinie sieht eine Vielzahl potenzieller Indikatoren für die Analyse 
verschiedener Bodenparameter vor, darunter u.a. die oben genannten. Nach Inkrafttreten 
der Richtlinie müssen lokale und regionale Behörden diese Indikatoren alle 6 Jahre 
untersuchen. Auf Grundlage der Analyseergebnisse können nachfolgend an den jeweiligen 
Standorten innovative Verfahren der Bodenbewirtschaftung pilotiert werden. 
 
Initiative: 
Nicola Holtmann, umweltpolitische Sprecherin 
Tobias Ruff, Fraktionsvorsitzender 
Sonja Haider, stellv. Fraktionsvorsitzende 
Dirk Höpner, Stadtrat 
   
 
1 Metabarcoding beschreibt eine neuartige Methode zur Erfassung von Arten mittels genetischer 
Analyse. Hierbei werden die einzelnen Individuen nicht mehr getrennt voneinander betrachtet , 
sondern Insektensammelproben, Pollenproben aber auch Umweltproben werden homogenisie rt und 
simultan auf ihre Zusammensetzung analysiert. ]https://ammod.de/metabarcoding/ 
 
"
StR-Antrag 20-26 / A 04793 Boden I: Kartierung,2024-04-25,Antrag,25.10.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Referat für Klima- und Umweltschutz,25.11.2024,https://risi.muenchen.de/risi/./dokument/v/8403342,"Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116 -118 ● 80331 München 
● E-Mail: oedp-ml-fraktion@muechen.de  
● Telefon: 089 / 233 - 26922  
rasch erfolgen k ann. Auch Erde, die auf Bauwerken wie Tiefgarage n aufgeschüttet 
wurde, ist häufig nicht mehr als Boden voll funktionstüchtig, da beispielsweise Bäume 
kein solides Wurzelwerk ausbilden  können und eine Durchlässigkeit mit tieferen 
Erdschichten nicht möglich ist.  
 
Am 17. November 2021 hat die Europäische Kommission ihre Bodenstrategie 2030 
veröffentlicht. Auf Grundlage dieser Strategie stellte die Kommission am 5. Juli 2023 
den Entwurf für eine EU-Richtlinie zur Bodenüberwachung und -resilienz vor. Am 10. 
April 2024 verabschiedete das Europäische Parlament in erster Lesung seine Position 
dieser Richtlinie. Der Rat der Europäischen Union wird seine Position voraussichtlich 
am 17. Juni 2024 verabschieden, sodass ein Inkrafttreten der Richtlinie Anfang 2025 
wahrscheinlich ist. Die Richtlinie zielt darauf ab, alle Böden in der EU bis 2050 in einen 
gesunden Zustand zu versetzen.3  
 
Zu den konkreten Zielen der Richtlinie zählen: 
 
- die Einrichtung eines kohärenten und flexiblen Bodenüberwachungssystems 
in der gesamten EU, im Rahmen dessen die EU-Mitgliedsstaaten technisch 
machbare Maßnahmen zur Verbesserung der Bodenqualität ergreifen müssen 
- eine fortwährende Verbesserung der Bodenqualität in der gesamten EU 
- ein Verschlechterungsverbot der Bodenqualität 
- die Einrichtung von „Bodenbezirken“ auf Landkreis- oder Länderebene zur 
Umsetzung der Bodenüberwachung 
 
Die Kommission ist davon überzeugt , dass es ohne eine Politik der nachhaltigen 
Bodenbewirtschaftung nicht möglich sein wird, viele andere bereits verabschiedete  
europäische Strategie n erfolgreich umzusetzen. Dazu gehören u.a. die 
Lebensmittelstrategie „Vom Hof auf den Tisch"" für gesündere und nachhaltigere 
Lebensmittel sowie die EU-Biodiversitätsstrategie. Ebenso hängt das Ziel der  CO2-
Neutralität bis 2050 substanziell von der Qualität und Durchlässigkeit de r Böden ab. 
Gesunde Böden können Kohlenstoff abscheiden und speichern  und tragen als 
zweitgrößter Kohlenstoffspeicher der Erde zur Verwirklichung der Klimaziele bei. 
 
Die Erstellung der Kartierung bildet die Basis fü r die Festlegung geeigneter 
Bodenqualitätsverbesserungs-Maßnahmen. Zur rechtzeitigen und sinnvollen 
Umsetzung der EU -Richtlinie bedarf es einen akkurat ermittelten Status Quo der 
Bodenbeschaffenheit in der LH München.  
 
 
Initiative: 
Nicola Holtmann, umweltpolitische Sprecherin 
Tobias Ruff, Fraktionsvorsitzender 
Sonja Haider, stellv. Fraktionsvorsitzende 
Dirk Höpner, Stadtrat 
   
 
3 https://www.europarl.europa.eu/doceo/document/TA-9-2024-0204_EN.html 
 "
